TargetLeaf	ClosestLeaf	BranchLength	State
WP_015128388_1	WP_012409888_1	0.07590	original
WP_015133244_1	WP_012305714_1	0.10954	original
WP_015141349_1	WP_010997688_1	0.04094	original
WP_015142450_1	WP_013321731_1	0.20696	original
WP_015147187_1	WP_017715135_1	0.21121	original
WP_015154802_1	WP_015189242_1	0.15805	original
WP_015167948_1	WP_019499324_1	0.24534	original
WP_015173646_1	WP_017286988_1	0.27502	original
WP_015178253_1	WP_006635857_1	0.01959	original
WP_015182237_1	WP_006106434_1	0.19400	original
WP_015189242_1	WP_015154802_1	0.15805	original
WP_015191895_1	WP_019506551_1	0.15465	original
WP_015196271_1	WP_019492768_1	0.09222	original
WP_015203047_1	WP_015189242_1	0.25561	original
WP_015210878_1	WP_006195826_1	0.08226	original
WP_015214748_1	WP_016949191_1	0.01920	original
WP_015219158_1	WP_017296119_1	0.13838	original
WP_015226969_1	WP_015229458_1	0.15595	original
WP_015229458_1	WP_015226969_1	0.15595	original
WP_015235750_1	WP_013555172_1	0.15369	original
WP_015238117_1	WP_015389629_1	0.08493	original
WP_015238430_1	WP_015396404_1	0.18594	original
WP_015241146_1	WP_010969226_1	0.00413	original
WP_015250612_1	WP_013564594_1	0.42273	original
WP_015256248_1	WP_020621090_1	0.09221	original
WP_015258676_1	WP_006747828_1	0.04831	original
WP_015263717_1	WP_019851459_1	0.07169	original
WP_015264088_1	WP_018475645_1	0.07381	original
WP_015269203_1	WP_013971266_1	0.00271	original
WP_015273516_1	WP_003521367_1	0.45009	original
WP_015277580_1	WP_014819919_1	0.00729	original
WP_015280262_1	WP_009148420_1	0.24714	original
WP_015298439_1	WP_007174293_1	0.06971	original
WP_015312126_1	WP_013298465_1	0.00287	original
WP_015317936_1	WP_010909327_1	0.01298	original
WP_015323811_1	WP_015053199_1	0.24207	original
WP_015327704_1	WP_018247909_1	0.20996	original
WP_015330320_1	WP_020596542_1	0.11698	original
WP_015335976_1	WP_015853290_1	0.11320	original
WP_015339811_1	WP_007693449_1	0.03977	original
WP_015344451_1	WP_011282709_1	0.01514	original
WP_015350527_1	WP_011241362_1	0.46500	original
WP_015359794_1	WP_003512177_1	0.26079	original
WP_015361138_1	WP_006795790_1	0.08088	original
WP_015365263_1	WP_002450894_1	0.00334	original
WP_015369968_1	WP_008806243_1	0.01939	original
WP_015370653_1	WP_012821513_1	0.01907	original
WP_015371414_1	WP_003231202_1	0.00293	original
WP_015375779_1	WP_011232524_1	0.00517	original
WP_015389629_1	WP_015397118_1	0.06313	original
WP_015394457_1	WP_015395165_1	0.09904	original
WP_015395165_1	WP_008418181_1	0.05935	original
WP_015396404_1	WP_015238430_1	0.18594	original
WP_015397118_1	WP_015389629_1	0.06313	original
WP_015397883_1	WP_013544933_1	0.18401	original
WP_015398929_1	WP_004864886_1	0.02274	original
WP_015400396_1	WP_015650797_1	0.13529	original
WP_015403446_1	WP_013835262_1	0.50217	original
WP_015406992_1	WP_011309107_1	0.01220	original
WP_015407636_1	WP_011309107_1	0.00344	original
WP_015415098_1	WP_013513459_1	0.12040	original
WP_015419829_1	WP_012514294_1	0.09644	original
WP_015421114_1	WP_011902788_1	0.02835	original
WP_015423634_1	WP_010454299_1	0.68771	original
WP_015427385_1	WP_000955622_1	0.00502	original
WP_015428595_1	WP_000955625_1	0.00473	original
WP_015435676_1	WP_018990051_1	0.02540	original
WP_015436332_1	WP_018991071_1	0.09293	original
WP_015442878_1	WP_020378414_1	0.47621	original
WP_015445772_1	WP_001121760_1	0.00164	original
WP_015450348_1	WP_004130481_1	0.11975	original
WP_015452490_1	WP_013461876_1	0.15020	original
WP_015459319_1	WP_010127075_1	0.06671	original
WP_015465837_1	WP_011769081_1	0.05469	original
WP_015467593_1	WP_014102853_1	0.00451	original
WP_015469421_1	WP_011163347_1	0.18648	original
WP_015476278_1	WP_017521199_1	0.00776	original
WP_015482248_1	WP_004568713_1	0.11839	original
WP_015488182_1	WP_007019001_1	0.15895	original
WP_015490900_1	WP_012038953_1	0.01188	original
WP_015495402_1	WP_015499891_1	0.00959	original
WP_015499891_1	WP_015495402_1	0.00959	original
WP_015504369_1	WP_064496902_1	0.98651	original
WP_015506098_1	WP_009871953_1	0.00594	original
WP_015530296_1	WP_009203741_1	0.00505	original
WP_015547377_1	WP_010264899_1	0.01686	original
WP_015555702_1	WP_013521206_1	0.00285	original
WP_015558525_1	WP_006353133_1	0.78797	original
WP_015560170_1	WP_006428457_1	0.13239	original
WP_015568345_1	WP_005363919_1	0.06701	original
WP_015575746_1	WP_014158151_1	0.01215	original
WP_015588946_1	WP_012673107_1	0.00755	original
WP_015595636_1	WP_016203859_1	0.07256	original
WP_015597839_1	WP_013215730_1	0.06562	original
WP_015609004_1	WP_018492839_1	0.00983	original
WP_015611112_1	WP_018510207_1	0.07598	original
WP_015613236_1	WP_010882261_1	0.00109	original
WP_015616697_1	WP_010236802_1	0.09215	original
WP_015619157_1	WP_020515466_1	0.07546	original
WP_015637642_1	WP_012358673_1	0.00281	original
WP_015643241_1	WP_000955619_1	0.00109	original
WP_015644672_1	WP_000955603_1	0.00914	original
WP_015645496_1	WP_000955615_1	0.00502	original
WP_015650797_1	WP_003856756_1	0.06001	original
WP_015655355_1	WP_010356120_1	0.08055	original
WP_015666647_1	WP_008960603_1	0.02336	original
WP_015670958_1	WP_004955312_1	0.02667	original
WP_015678184_1	WP_002986939_1	0.01358	original
WP_015682547_1	WP_004788586_1	0.01856	original
WP_015685870_1	WP_008133898_1	0.00953	original
WP_015695061_1	WP_013773781_1	0.00522	original
WP_015695890_1	WP_013573995_1	0.00947	original
WP_015709265_1	WP_010260860_1	0.08190	original
WP_015712666_1	WP_010260860_1	0.11725	original
WP_015715944_1	WP_019550764_1	0.00299	original
WP_015721759_1	WP_012529431_1	0.05739	original
WP_015733697_1	WP_064496902_1	0.06257	original
WP_015739585_1	WP_013496617_1	0.50667	original
WP_015742302_1	WP_007701325_1	0.00316	original
WP_015750906_1	WP_014258670_1	0.37127	original
WP_015753980_1	WP_008613564_1	0.15981	original
WP_015757718_1	WP_015859881_1	0.81224	original
WP_015759301_1	WP_006521405_1	0.28731	original
WP_015767765_1	WP_014237372_1	0.17804	original
WP_015770161_1	WP_018451326_1	0.01601	original
WP_015772194_1	WP_013882675_1	0.32568	original
WP_015775386_1	WP_008869961_1	0.35836	original
WP_015777699_1	WP_004834359_1	0.02583	original
WP_015787507_1	WP_005459222_1	0.08942	original
WP_015791012_1	WP_064496902_1	0.04624	original
WP_015793608_1	WP_015037221_1	0.10832	original
WP_015798990_1	WP_020202749_1	1.05202	original
WP_015801561_1	WP_003082231_1	0.27434	original
WP_015806719_1	WP_007839453_1	0.07398	original
WP_015813818_1	WP_013930160_1	0.20198	original
WP_015816572_1	WP_011452115_1	0.05704	original
WP_015823102_1	WP_003597464_1	0.00328	original
WP_015827528_1	WP_018996928_1	0.08328	original
WP_015832489_1	WP_019897927_1	0.01675	original
WP_015841532_1	WP_010305823_1	0.00712	original
WP_015853290_1	WP_015335976_1	0.11320	original
WP_015857702_1	WP_014788955_1	0.06032	original
WP_015859881_1	WP_009181357_1	0.12130	original
WP_015865019_1	WP_017435721_1	0.00516	original
WP_015869035_1	WP_014730101_1	0.26043	original
WP_015872265_1	WP_012849538_1	0.00913	original
WP_015873314_1	WP_016856860_1	0.01589	original
WP_015876399_1	WP_006478406_1	0.01071	original
WP_015879784_1	WP_005318874_1	0.03790	original
WP_015881519_1	WP_013882675_1	0.21221	original
WP_015889582_1	WP_005238851_1	0.01206	original
WP_015893463_1	WP_007729436_1	0.00509	original
WP_015899686_1	WP_002481570_1	0.04755	original
WP_015901785_1	WP_007473731_1	0.21570	original
WP_015904542_1	WP_014957315_1	0.21416	original
WP_015907869_1	WP_013430278_1	0.00666	original
WP_015912643_1	WP_020226953_1	0.02920	original
WP_015915924_1	WP_003521367_1	0.11444	original
WP_015925687_1	WP_020815581_1	0.03013	original
WP_015932853_1	WP_018263761_1	0.03695	original
WP_015936434_1	WP_018761911_1	0.00718	original
WP_015939221_1	WP_008682452_1	0.09731	original
WP_015942420_1	WP_012259639_1	0.05569	original
WP_015945414_1	WP_005815650_1	0.00289	original
WP_015947526_1	WP_012173768_1	0.51582	original
WP_015951248_1	WP_003597464_1	0.00288	original
WP_015955981_1	WP_013321731_1	0.06472	original
WP_015960226_1	WP_006178256_1	0.01882	original
WP_016085606_1	WP_000103947_1	0.00291	original
WP_016112481_1	WP_003201939_1	0.00478	original
WP_016127684_1	WP_000103948_1	0.00291	original
WP_016137955_1	WP_017392264_1	0.00569	original
WP_016145494_1	WP_002121066_1	0.00287	original
WP_016148743_1	WP_008981530_1	0.17378	original
WP_016170207_1	WP_009087277_1	0.02355	original
WP_016171452_1	WP_010753173_1	0.06259	original
WP_016174565_1	WP_016185798_1	0.04697	original
WP_016182310_1	WP_016251806_1	0.01649	original
WP_016185798_1	WP_003127565_1	0.04563	original
WP_016190168_1	WP_013203559_1	0.01685	original
WP_016195485_1	WP_014678667_1	0.21838	original
WP_016203859_1	WP_015595636_1	0.07256	original
WP_016208177_1	WP_008680168_1	0.00286	original
WP_016210099_1	WP_017377578_1	0.01878	original
WP_016233503_1	WP_000036722_1	0.00461	original
WP_016251806_1	WP_016182310_1	0.01649	original
WP_016268222_1	WP_008760327_1	0.00293	original
WP_016273352_1	WP_005826824_1	0.01142	original
WP_016274295_1	WP_005831501_1	0.00475	original
WP_016275926_1	WP_007837936_1	0.02025	original
WP_016279012_1	WP_016290583_1	0.32959	original
WP_016288893_1	WP_009252897_1	0.39616	original
WP_016290583_1	WP_009252897_1	0.32932	original
WP_016296021_1	WP_004075159_1	0.05030	original
WP_016328292_1	WP_014628807_1	0.16159	original
WP_016337276_1	WP_007028813_1	0.00477	original
WP_016353281_1	WP_018718346_1	0.44002	original
WP_016387099_1	WP_003564271_1	0.00391	original
WP_016402842_1	WP_019614416_1	0.02791	original
WP_016421098_1	WP_009642573_1	0.00287	original
WP_016423200_1	WP_005510630_1	0.01705	original
WP_016424544_1	WP_014614479_1	0.04024	original
WP_016429076_1	WP_019415922_1	0.08272	original
WP_016431046_1	WP_015655355_1	0.08101	original
WP_016439837_1	WP_009263641_1	0.00164	original
WP_016441483_1	WP_009263641_1	0.00277	original
WP_016444825_1	WP_004807450_1	0.24812	original
WP_016446790_1	WP_016452878_1	0.00452	original
WP_016452878_1	WP_016446790_1	0.00452	original
WP_016455636_1	WP_013161599_1	0.23800	original
WP_016457036_1	WP_005391845_1	0.07424	original
WP_016472672_1	WP_019356955_1	0.01689	original
WP_016477341_1	WP_003150622_1	0.00532	original
WP_016479086_1	WP_012797029_1	0.00283	original
WP_016483527_1	WP_015049829_1	0.52243	original
WP_016485223_1	WP_012270853_1	0.00295	original
WP_016494375_1	WP_004421096_1	0.03860	original
WP_016501151_1	WP_019472204_1	0.00295	original
WP_016506376_1	WP_000036734_1	0.00288	original
WP_016507139_1	WP_020322344_1	0.00470	original
WP_016515293_1	WP_002736475_1	0.00762	original
WP_016518453_1	WP_006187922_1	0.00286	original
WP_016521174_1	WP_013757641_1	0.34730	original
WP_016524131_1	WP_006187922_1	0.01002	original
WP_016524637_1	WP_008397931_1	0.34937	original
WP_016538007_1	WP_008458382_1	0.00287	original
WP_016539975_1	WP_005241729_1	0.00285	original
WP_016544644_1	WP_008590140_1	0.03978	original
WP_016553839_1	WP_007532416_1	0.01701	original
WP_016571744_1	WP_003082231_1	0.41813	original
WP_016623435_1	WP_010718611_1	0.01212	original
WP_016632213_1	WP_002357098_1	0.00395	original
WP_016633301_1	WP_002357098_1	0.00287	original
WP_016645655_1	WP_020128478_1	0.03236	original
WP_016646118_1	WP_009497016_1	0.42791	original
WP_016650632_1	WP_002964261_1	0.00462	original
WP_016656774_1	WP_004900507_1	0.06127	original
WP_016659026_1	WP_005178507_1	0.00282	original
WP_016662452_1	WP_005652086_1	0.00522	original
WP_016664373_1	WP_010534314_1	0.34260	original
WP_016667114_1	WP_004810888_1	0.00290	original
WP_016687921_1	WP_019270954_1	0.00290	original
WP_016694026_1	WP_006553858_1	0.00282	original
WP_016698958_1	WP_009944223_1	0.22300	original
WP_016709778_1	WP_013465624_1	0.05067	original
WP_016712919_1	WP_013971266_1	0.00377	original
WP_016744074_1	WP_011951294_1	0.00295	original
WP_016779037_1	WP_010416633_1	0.02853	original
WP_016781999_1	WP_019822217_1	0.00784	original
WP_016811084_1	WP_018795571_1	0.00347	original
WP_016825930_1	WP_004987102_1	0.00293	original
WP_016835051_1	WP_007879116_1	0.00289	original
WP_016838680_1	WP_012292248_1	0.09404	original
WP_016851085_1	WP_003481827_1	0.00292	original
WP_016853503_1	WP_010630103_1	0.12200	original
WP_016856860_1	WP_015873314_1	0.01589	original
WP_016862323_1	WP_017310074_1	0.01755	original
WP_016869581_1	WP_009454281_1	0.02693	original
WP_016876338_1	WP_017319148_1	0.07262	original
WP_016897452_1	WP_003143086_1	0.00716	original
WP_016904017_1	WP_006453319_1	0.00939	original
WP_016911937_1	WP_017000774_1	0.03534	original
WP_016914845_1	WP_009722188_1	0.05691	original
WP_016919866_1	WP_018407435_1	0.12892	original
WP_016934317_1	WP_006553858_1	0.01819	original
WP_016940420_1	WP_012885962_1	0.00249	original
WP_016949191_1	WP_015214748_1	0.01920	original
WP_016957911_1	WP_017444927_1	0.08233	original
WP_016960285_1	WP_017003245_1	0.00281	original
WP_016974419_1	WP_017254030_1	0.00296	original
WP_016976873_1	WP_003189193_1	0.00824	original
WP_016989305_1	WP_007136537_1	0.06464	original
WP_016994760_1	WP_004228070_1	0.00289	original
WP_017000774_1	WP_016911937_1	0.03534	original
WP_017003245_1	WP_016960285_1	0.00281	original
WP_017007444_1	WP_016960285_1	0.00337	original
WP_017011833_1	WP_017007444_1	0.01224	original
WP_017024196_1	WP_017027189_1	0.04121	original
WP_017027189_1	WP_017024196_1	0.04121	original
WP_017032796_1	WP_017027189_1	0.04381	original
WP_017039231_1	WP_004735393_1	0.01161	original
WP_017054204_1	WP_006232579_1	0.03735	original
WP_017056575_1	WP_010435783_1	0.00341	original
WP_017059033_1	WP_017063215_1	0.00285	original
WP_017063215_1	WP_017059033_1	0.00285	original
WP_017118083_1	WP_010365670_1	0.00289	original
WP_017130872_1	WP_010444726_1	0.02195	original
WP_017137156_1	WP_003219294_1	0.00777	original
WP_017153352_1	WP_016112481_1	0.02152	original
WP_017155095_1	WP_017165250_1	0.00288	original
WP_017165250_1	WP_017155095_1	0.00288	original
WP_017175902_1	WP_002448208_1	0.00280	original
WP_017178869_1	WP_008731259_1	0.07699	original
WP_017184674_1	WP_006954124_1	0.01216	original
WP_017185535_1	WP_008634102_1	0.22263	original
WP_017189118_1	WP_005425372_1	0.00395	original
WP_017191493_1	WP_017192671_1	0.01645	original
WP_017192348_1	WP_017193270_1	0.00511	original
WP_017192671_1	WP_017192348_1	0.00790	original
WP_017193270_1	WP_017192348_1	0.00511	original
WP_017201842_1	WP_017201849_1	0.92549	original
WP_017201849_1	WP_017201842_1	0.92549	original
WP_017203956_1	WP_017828727_1	0.01453	original
WP_017212496_1	WP_011967950_1	0.00703	original
WP_017221879_1	WP_019442346_1	0.06324	original
WP_017233777_1	WP_009238483_1	0.11958	original
WP_017251640_1	WP_007729436_1	0.00736	original
WP_017254030_1	WP_016974419_1	0.00296	original
WP_017257953_1	WP_008244433_1	0.12263	original
WP_017262220_1	WP_003637874_1	0.11988	original
WP_017267797_1	WP_010969226_1	0.00110	original
WP_017281487_1	WP_000955678_1	0.00287	original
WP_017284125_1	WP_000955622_1	0.00455	original
WP_017286988_1	WP_015189242_1	0.24674	original
WP_017296119_1	WP_015219158_1	0.13838	original
WP_017298613_1	WP_009785204_1	0.33158	original
WP_017304699_1	WP_018397575_1	0.22942	original
WP_017310074_1	WP_016862323_1	0.01755	original
WP_017319148_1	WP_016876338_1	0.07262	original
WP_017324571_1	WP_011434092_1	0.40015	original
WP_017331789_1	WP_009689673_1	0.00399	original
WP_017345503_1	WP_013319249_1	0.03059	original
WP_017352827_1	WP_012423514_1	0.00287	original
WP_017355623_1	WP_019183336_1	0.04047	original
WP_017363772_1	WP_003244233_1	0.00538	original
WP_017366183_1	WP_010961736_1	0.00735	original
WP_017374707_1	WP_015369968_1	0.02192	original
WP_017377578_1	WP_016210099_1	0.01878	original
WP_017379159_1	WP_019415922_1	0.07761	original
WP_017392264_1	WP_004643039_1	0.00336	original
WP_017394063_1	WP_004708520_1	0.00285	original
WP_017410642_1	WP_005335583_1	0.00511	original
WP_017416739_1	WP_010294244_1	0.12632	original
WP_017429755_1	WP_018918047_1	0.16472	original
WP_017435721_1	WP_015865019_1	0.00516	original
WP_017444927_1	WP_016957911_1	0.08233	original
WP_017450249_1	WP_013234743_1	0.00348	original
WP_017458749_1	WP_007373292_1	0.00703	original
WP_017461177_1	WP_019464426_1	0.11246	original
WP_017466665_1	WP_001121761_1	0.00456	original
WP_017470679_1	WP_015010555_1	0.07427	original
WP_017486054_1	WP_012454782_1	0.01648	original
WP_017490877_1	WP_009634612_1	0.02167	original
WP_017495005_1	WP_008464336_1	0.01654	original
WP_017501341_1	WP_004211794_1	0.00297	original
WP_017504844_1	WP_008261858_1	0.06240	original
WP_017506990_1	WP_008953154_1	0.08091	original
WP_017521199_1	WP_015476278_1	0.00776	original
WP_017525887_1	WP_013742730_1	0.08488	original
WP_017529681_1	WP_003172293_1	0.00636	original
WP_017532661_1	WP_006012755_1	0.01879	original
WP_017545883_1	WP_017580548_1	0.03676	original
WP_017547908_1	WP_009383031_1	0.18734	original
WP_017556522_1	WP_017626806_1	0.08139	original
WP_017568324_1	WP_013151128_1	0.00769	original
WP_017571870_1	WP_013151128_1	0.04785	original
WP_017580548_1	WP_017590687_1	0.03464	original
WP_017590687_1	WP_017580548_1	0.03464	original
WP_017592276_1	WP_017556522_1	0.13149	original
WP_017605695_1	WP_014909559_1	0.04263	original
WP_017619926_1	WP_013151128_1	0.17007	original
WP_017626806_1	WP_017556522_1	0.08139	original
WP_017636865_1	WP_002450894_1	0.01015	original
WP_017657033_1	WP_001142111_1	0.00290	original
WP_017660708_1	WP_012305714_1	0.35140	original
WP_017663987_1	WP_007164130_1	0.13375	original
WP_017668400_1	WP_018632150_1	0.33756	original
WP_017672565_1	WP_011445867_1	0.20800	original
WP_017674772_1	WP_004424037_1	0.03085	original
WP_017679539_1	WP_010592910_1	0.00350	original
WP_017691239_1	WP_018978078_1	0.08585	original
WP_017695172_1	WP_003228333_1	0.00109	original
WP_017700468_1	WP_005616004_1	0.00292	original
WP_017715135_1	WP_015147187_1	0.21121	original
WP_017722475_1	WP_011303585_1	0.00704	original
WP_017726330_1	WP_010899685_1	0.07037	original
WP_017739105_1	WP_003189193_1	0.01019	original
WP_017747390_1	WP_017319148_1	0.11062	original
WP_017753151_1	WP_017894643_1	0.00279	original
WP_017756365_1	WP_003330790_1	0.05180	original
WP_017778012_1	WP_013588905_1	0.01256	original
WP_017793606_1	WP_017885186_1	0.13655	original
WP_017797623_1	WP_011066825_1	0.00956	original
WP_017803619_1	WP_016190168_1	0.02414	original
WP_017805368_1	WP_005724946_1	0.02515	original
WP_017814889_1	WP_017691239_1	0.10693	original
WP_017823829_1	WP_010534314_1	0.21239	original
WP_017828727_1	WP_017203956_1	0.01453	original
WP_017832195_1	WP_012398850_1	0.24273	original
WP_017836405_1	WP_007626572_1	0.01272	original
WP_017839033_1	WP_006893767_1	0.15429	original
WP_017844757_1	WP_017529681_1	0.00786	original
WP_017852083_1	WP_000018115_1	0.00839	original
WP_017862296_1	WP_000018119_1	0.00279	original
WP_017870334_1	WP_010889260_1	0.04555	original
WP_017875322_1	WP_017879027_1	0.12643	original
WP_017879027_1	WP_019922744_1	0.04481	original
WP_017885186_1	WP_010156508_1	0.11185	original
WP_017886749_1	WP_009774175_1	0.32707	original
WP_017894643_1	WP_017753151_1	0.00279	original
WP_017906256_1	WP_010444726_1	0.01471	original
WP_017911066_1	WP_017915389_1	0.00531	original
WP_017915389_1	WP_017911066_1	0.00531	original
WP_017926299_1	WP_012982859_1	0.00483	original
WP_017928713_1	WP_018301418_1	0.15235	original
WP_017930523_1	WP_041636860_1	0.47369	original
WP_017936182_1	WP_011754400_1	0.21858	original
WP_017938817_1	WP_012702394_1	0.05160	original
WP_017941817_1	WP_018866969_1	0.02059	original
WP_017945794_1	WP_019886958_1	0.05803	original
WP_017960292_1	WP_020049787_1	0.00486	original
WP_017964157_1	WP_012757325_1	0.00731	original
WP_017976586_1	WP_019853054_1	0.05055	original
WP_017978089_1	WP_007403464_1	0.12146	original
WP_017984869_1	WP_020419395_1	0.00481	original
WP_017988231_1	WP_017960292_1	0.00540	original
WP_017993988_1	WP_003539312_1	0.00485	original
WP_017997888_1	WP_011750294_1	0.06144	original
WP_018006886_1	WP_018313321_1	0.01470	original
WP_018011128_1	WP_011975249_1	0.00305	original
WP_018016663_1	WP_006839849_1	0.11687	original
WP_018019189_1	WP_013888958_1	0.16002	original
WP_018021843_1	WP_018296032_1	0.18428	original
WP_018023524_1	WP_003850833_1	0.18422	original
WP_018026297_1	WP_018573740_1	0.04566	original
WP_018028274_1	WP_018358077_1	0.14701	original
WP_018043794_1	WP_019904109_1	0.04784	original
WP_018063070_1	WP_003521367_1	0.31703	original
WP_018077686_1	WP_018508621_1	0.04531	original
WP_018080195_1	WP_013480384_1	0.19089	original
WP_018085498_1	WP_015759301_1	0.34641	original
WP_018101979_1	WP_018553807_1	0.04771	original
WP_018104074_1	WP_018553033_1	0.01039	original
WP_018107736_1	WP_007900227_1	0.24253	original
WP_018108769_1	WP_006745680_1	0.12960	original
WP_018111883_1	WP_014628807_1	0.07671	original
WP_018119032_1	WP_005529983_1	0.08275	original
WP_018119901_1	WP_004600260_1	0.26807	original
WP_018124380_1	WP_014323082_1	0.27289	original
WP_018128536_1	WP_012503118_1	0.58162	original
WP_018132102_1	WP_009710287_1	0.27729	original
WP_018134784_1	WP_003798068_1	0.21719	original
WP_018135916_1	WP_009650914_1	0.00494	original
WP_018139640_1	WP_019592655_1	0.00349	original
WP_018141051_1	WP_018875142_1	0.00525	original
WP_018143540_1	WP_004130481_1	0.11004	original
WP_018145599_1	WP_019568278_1	0.00295	original
WP_018147202_1	WP_011646980_1	0.28727	original
WP_018150227_1	WP_008953154_1	0.27120	original
WP_018153993_1	WP_013867311_1	0.20782	original
WP_018158246_1	WP_006590601_1	0.26576	original
WP_018159013_1	WP_011211394_1	0.18861	original
WP_018172316_1	WP_005052537_1	0.09978	original
WP_018177548_1	WP_006897576_1	0.14232	original
WP_018184552_1	WP_013166608_1	0.24681	original
WP_018188344_1	WP_019181829_1	0.15027	original
WP_018218602_1	WP_018727108_1	0.00530	original
WP_018221104_1	WP_018827074_1	0.00347	original
WP_018225678_1	WP_015069745_1	0.45294	original
WP_018231110_1	WP_012637753_1	0.11375	original
WP_018239567_1	WP_012707838_1	0.00741	original
WP_018241901_1	WP_003573349_1	0.00726	original
WP_018247909_1	WP_015327704_1	0.20996	original
WP_018254169_1	WP_018742026_1	0.01456	original
WP_018263761_1	WP_012335557_1	0.00302	original
WP_018266714_1	WP_004448299_1	0.08383	original
WP_018279694_1	WP_002673310_1	0.12880	original
WP_018290789_1	WP_009059526_1	0.64191	original
WP_018296032_1	WP_018580722_1	0.11542	original
WP_018301418_1	WP_017928713_1	0.15235	original
WP_018313321_1	WP_013956143_1	0.00344	original
WP_018325144_1	WP_018011128_1	0.07269	original
WP_018337656_1	WP_009137806_1	0.18817	original
WP_018341126_1	WP_006839849_1	0.20692	original
WP_018344532_1	WP_011586482_1	0.01601	original
WP_018346965_1	WP_013746086_1	0.00287	original
WP_018351682_1	WP_007074662_1	0.28454	original
WP_018356281_1	WP_005635098_1	0.02475	original
WP_018358077_1	WP_018028274_1	0.14701	original
WP_018359717_1	WP_005468802_1	0.14224	original
WP_018362207_1	WP_009228009_1	0.01167	original
WP_018391158_1	WP_013166608_1	0.06186	original
WP_018394518_1	WP_010175283_1	0.15409	original
WP_018397575_1	WP_017304699_1	0.22942	original
WP_018403463_1	WP_007351249_1	0.01187	original
WP_018407435_1	WP_014892440_1	0.01693	original
WP_018410263_1	WP_019917735_1	0.01488	original
WP_018414092_1	WP_020169379_1	0.04087	original
WP_018417543_1	WP_013089800_1	0.00485	original
WP_018428076_1	WP_008838077_1	0.08437	original
WP_018440204_1	WP_006025973_1	0.01720	original
WP_018451326_1	WP_015770161_1	0.01601	original
WP_018458064_1	WP_007590612_1	0.00293	original
WP_018462457_1	WP_009347172_1	0.14677	original
WP_018471595_1	WP_018566937_1	0.05031	original
WP_018475645_1	WP_015264088_1	0.07381	original
WP_018476868_1	WP_007654254_1	0.01901	original
WP_018484710_1	WP_003559096_1	0.00298	original
WP_018492839_1	WP_007456034_1	0.00497	original
WP_018499288_1	WP_018451326_1	0.02942	original
WP_018508621_1	WP_018077686_1	0.04531	original
WP_018510207_1	WP_015611112_1	0.07598	original
WP_018515627_1	WP_006125111_1	0.00764	original
WP_018525371_1	WP_014454767_1	0.18905	original
WP_018531029_1	WP_005308291_1	0.19636	original
WP_018540517_1	WP_015611112_1	0.07914	original
WP_018548123_1	WP_018566937_1	0.02993	original
WP_018553033_1	WP_018104074_1	0.01039	original
WP_018553807_1	WP_018101979_1	0.04771	original
WP_018559393_1	WP_019891609_1	0.07726	original
WP_018559771_1	WP_014177152_1	0.05876	original
WP_018566937_1	WP_019983887_1	0.02375	original
WP_018573740_1	WP_018026297_1	0.04566	original
WP_018576228_1	WP_006869105_1	0.23259	original
WP_018579688_1	WP_003774897_1	0.02088	original
WP_018580722_1	WP_018296032_1	0.11542	original
WP_018583384_1	WP_018789863_1	0.00291	original
WP_018586571_1	WP_018802671_1	0.00292	original
WP_018591748_1	WP_007285549_1	0.09648	original
WP_018596466_1	WP_005951033_1	0.45129	original
WP_018603694_1	WP_013692387_1	0.00294	original
WP_018609154_1	WP_018410263_1	0.23704	original
WP_018611397_1	WP_014222788_1	0.30421	original
WP_018625519_1	WP_012800785_1	0.02176	original
WP_018628220_1	WP_008585660_1	0.04613	original
WP_018632150_1	WP_017668400_1	0.33756	original
WP_018634635_1	WP_020572460_1	0.07099	original
WP_018652673_1	WP_005597992_1	0.01873	original
WP_018653091_1	WP_019629970_1	0.14495	original
WP_018659362_1	WP_003127565_1	0.39835	original
WP_018660885_1	WP_013860184_1	0.09833	original
WP_018666046_1	WP_009121438_1	0.04932	original
WP_018667334_1	WP_014225384_1	0.19807	original
WP_018670229_1	WP_003341170_1	0.01240	original
WP_018674830_1	WP_013446939_1	0.05933	original
WP_018679268_1	WP_005286058_1	0.01186	original
WP_018683274_1	WP_020670331_1	0.13334	original
WP_018687895_1	WP_007875148_1	0.34128	original
WP_018693465_1	WP_010369337_1	0.28826	original
WP_018694619_1	WP_015547377_1	0.03384	original
WP_018698036_1	WP_020185304_1	0.35921	original
WP_018702239_1	WP_004095719_1	0.25644	original
WP_018707761_1	WP_010175283_1	0.19299	original
WP_018711446_1	WP_013618244_1	0.08291	original
WP_018715408_1	WP_015912643_1	0.12916	original
WP_018718346_1	WP_011629577_1	0.31381	original
WP_018721158_1	WP_018254169_1	0.02070	original
WP_018727108_1	WP_018218602_1	0.00530	original
WP_018729590_1	WP_018734178_1	0.00291	original
WP_018734178_1	WP_018729590_1	0.00291	original
WP_018742026_1	WP_018734178_1	0.00347	original
WP_018751837_1	WP_009224970_1	0.04010	original
WP_018759099_1	WP_017691239_1	0.10928	original
WP_018761911_1	WP_015936434_1	0.00718	original
WP_018770199_1	WP_018761911_1	0.01049	original
WP_018774732_1	WP_018770199_1	0.01245	original
WP_018777270_1	WP_011773994_1	0.01191	original
WP_018786172_1	WP_013284093_1	0.00750	original
WP_018789863_1	WP_018583384_1	0.00291	original
